UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2024,42,4388805,2205297,2183508,1668887,1604399,287449,312834,30446,28104,163728,180215,7283,6479,47504,51477,1709911,1648821,304720,333190,47317,46076,182928,200579,12440,11950,1730167,1740957,1249960,1216643,265267,289262,15075,15299,159121,175595,5182,4775,35562,39383,1280405,1250439,277290,304008,26251,27661,175385,192950,9256,9148,475130,442551,418927,387756,22182,23572,15371,12805,4607,4620,2101,1704,11942,12094,429506,398382,27430,29182,21066,18415,7543,7629,3184,2802
R,1,2024,43,4435486,2230428,2205058,1689935,1619133,295210,321976,31123,28714,159301,177173,7358,6500,47501,51562,1730907,1663590,312626,342321,47986,46971,178502,197405,12713,11964,1741847,1755662,1258542,1225290,272820,297841,15466,15761,154464,172560,5167,4830,35388,39380,1288790,1258964,284838,312496,26629,28426,170652,189793,9431,9253,488581,449396,431393,393843,22390,24135,15657,12953,4837,4613,2191,1670,12113,12182,442117,404626,27788,29825,21357,18545,7850,7612,3282,2711
R,1,2024,44,4262378,2138559,2123819,1621111,1558544,283041,311571,29642,27276,153408,171268,6612,6219,44745,48941,1659769,1600596,299268,330949,46002,44748,171123,190411,11620,11416,1674703,1694180,1211817,1182086,261516,288374,14703,14902,148977,166974,4629,4666,33061,37178,1240120,1213758,272570,302126,25478,27015,163856,183236,8596,8854,463856,429639,409294,376458,21525,23197,14939,12374,4431,4294,1983,1553,11684,11763,419649,386838,26698,28823,20524,17733,7267,7175,3024,2562
R,1,2024,45,4126168,2063945,2062223,1568665,1515911,270508,300153,27866,26474,148561,167667,6212,5768,42133,46250,1604909,1555680,285729,318058,43289,43286,165426,185855,10746,10568,1619852,1643672,1175654,1149236,250198,277694,14106,14317,144282,163296,4439,4233,31173,34896,1202151,1178977,260612,290314,24301,25837,158465,178732,8027,8105,444093,418551,393011,366675,20310,22459,13760,12157,4279,4371,1773,1535,10960,11354,402758,376703,25117,27744,18988,17449,6961,7123,2719,2463
R,1,2024,46,4093033,2043219,2049814,1561059,1513731,263905,294927,27925,26553,143529,163795,6127,5814,40674,44994,1596006,1552201,278439,312317,43227,43191,159644,181410,10558,10546,1601551,1629675,1169322,1144229,244452,272958,14186,14620,139255,159534,4377,4296,29959,34038,1194744,1173063,254242,285179,24329,26137,152808,174521,7871,8104,441668,420139,391737,369502,19453,21969,13739,11933,4274,4261,1750,1518,10715,10956,401262,379138,24197,27138,18898,17054,6836,6889,2687,2442
R,1,2024,47,3941433,1964867,1976566,1498829,1459076,250789,281553,26788,25010,144060,162862,5782,5397,38619,42668,1532110,1495419,264059,297711,41285,41034,159613,179772,10146,9938,1538282,1566847,1119869,1097535,232103,260614,13678,13817,139946,158690,4141,3962,28545,32229,1144170,1124681,240934,271951,23369,24979,153071,172975,7583,7620,426585,409719,378960,361541,18686,20939,13110,11193,4114,4172,1641,1435,10074,10439,387940,370738,23125,25760,17916,16055,6542,6797,2563,2318
R,1,2024,48,3906321,1946821,1959500,1484016,1445519,248941,280096,26337,24880,145528,163462,5522,5337,36477,40206,1515331,1479799,261678,295065,40405,40100,160008,179512,9447,9552,1527113,1555524,1110361,1088079,230897,259876,13373,13730,141539,159354,3995,3977,26948,30508,1133197,1113858,239369,270321,22881,24368,153764,173024,7133,7367,419708,403976,373655,357440,18044,20220,12964,11150,3989,4108,1527,1360,9529,9698,382134,365941,22309,24744,17524,15732,6244,6488,2314,2185
R,1,2024,49,3906003,1945140,1960863,1490457,1455816,245221,277307,26039,24532,143376,159432,5550,5046,34497,38730,1519810,1488652,256935,291611,39569,39546,157144,174790,9485,9032,1534038,1562507,1122563,1101723,228491,258286,13283,13561,139558,155596,4069,3739,26074,29602,1144535,1126514,236602,268352,22539,24179,151409,168829,7254,6975,411102,398356,367894,354093,16730,19021,12756,10971,3818,3836,1481,1307,8423,9128,375275,362138,20333,23259,17030,15367,5735,5961,2231,2057
R,1,2024,50,3843726,1910366,1933360,1461772,1432581,242028,274515,24932,24223,142800,159847,5166,5034,33668,37160,1490409,1463942,253292,288069,38165,38644,156407,174750,8929,8983,1518942,1549351,1111238,1090983,226157,256246,12806,13514,139292,156095,3834,3760,25615,28753,1132757,1114970,233830,265954,22084,23947,151050,168972,6934,6961,391424,384009,350534,341598,15871,18269,12126,10709,3508,3752,1332,1274,8053,8407,357652,348972,19462,22115,16081,14697,5357,5778,1995,2022
R,1,2024,51,3988365,1982722,2005643,1520278,1490255,253881,286981,25853,24660,143656,161365,5223,5057,33831,37325,1548997,1521725,264743,300352,39617,39638,157288,176187,9012,9003,1588144,1618597,1166567,1145680,238153,268671,13466,13883,140040,157615,3926,3760,25992,28988,1188385,1169794,245691,278261,23274,24823,151886,170475,6988,7031,394578,387046,353711,344575,15728,18310,12387,10777,3616,3750,1297,1297,7839,8337,360612,351931,19052,22091,16343,14815,5402,5712,2024,1972
R,1,2024,52,4179432,2082501,2096931,1620578,1581483,259434,292595,25506,24987,138209,155328,5281,4857,33493,37681,1648886,1613311,270099,305856,39446,40579,151519,169901,9071,8892,1697923,1719490,1275596,1245228,244026,274993,13835,14422,134558,151747,3921,3673,25987,29427,1297299,1269811,251538,284495,23957,25983,146145,164417,7053,7001,384578,377441,344982,336255,15408,17602,11671,10565,3651,3581,1360,1184,7506,8254,351587,343500,18561,21361,15489,14596,5374,5484,2018,1891
R,1,2024,53,4359692,2175083,2184609,1699997,1657729,269809,302526,26412,25343,139208,156022,5108,5096,34549,37893,1729254,1689526,280880,315796,41160,41411,152432,170477,9110,9379,1788305,1810643,1353136,1324890,254209,284827,14545,14788,135625,152373,3831,3841,26959,29924,1375709,1349743,262082,294559,25398,26935,147093,164857,7136,7381,386778,373966,346861,332839,15600,17699,11867,10555,3583,3649,1277,1255,7590,7969,353545,339783,18798,21237,15762,14476,5339,5620,1974,1998
R,1,2024,54,4154668,2066576,2088092,1623052,1593401,251592,283714,24620,24031,130231,147092,5147,4937,31934,34917,1650091,1622648,261467,295614,38519,39259,142469,160410,8975,8861,1700581,1731549,1294615,1275403,236934,267158,13655,14205,126848,143611,3906,3801,24623,27371,1315211,1298106,243728,275718,23793,25662,137448,155075,7067,7059,365995,356543,328437,317998,14658,16556,10965,9826,3383,3481,1241,1136,7311,7546,334880,324542,17739,19896,14726,13597,5021,5335,1908,1802
R,1,2024,55,4038744,2008559,2030185,1576818,1550311,245117,274894,24351,23189,127884,144294,4551,4748,29838,32749,1601966,1577647,254148,285867,37709,37840,139233,156523,8052,8525,1658589,1690220,1262851,1247099,230816,258908,13573,13832,124817,141055,3421,3595,23111,25731,1282109,1268307,236990,266737,23517,24988,134656,151712,6311,6749,349970,339965,313967,303212,14301,15986,10778,9357,3067,3239,1130,1153,6727,7018,319857,309340,17158,19130,14192,12852,4577,4811,1741,1776
R,1,2024,56,3974084,1968304,2005780,1554711,1538796,241491,275092,23005,23031,116119,132976,4629,4549,28349,31336,1578614,1564864,249912,285733,36008,37348,126756,144311,7925,8261,1633685,1677185,1254290,1245542,227762,259546,13014,14059,113150,129981,3484,3497,21985,24560,1272580,1265730,233506,267114,22709,25024,122382,139710,6268,6599,334619,328595,300421,293254,13729,15546,9991,8972,2969,2995,1145,1052,6364,6776,306034,299134,16406,18619,13299,12324,4374,4601,1657,1662
R,1,2024,57,4004955,1976532,2028423,1565361,1563464,242866,278818,22821,22845,113229,128050,4675,4601,27580,30645,1588359,1588874,251206,289194,35744,37204,123353,138909,8045,8199,1650523,1707661,1272223,1276885,229634,263832,13203,14321,110348,125075,3582,3558,21533,23990,1289911,1296529,235330,271195,23036,25287,119092,134438,6444,6574,326009,320762,293138,286579,13232,14986,9618,8524,2881,2975,1093,1043,6047,6655,298448,292345,15876,17999,12708,11917,4261,4471,1601,1625
R,1,2024,58,4113099,2025934,2087165,1604575,1609283,251030,287488,23727,23696,114219,131088,4651,4624,27732,30986,1627657,1634976,259185,297625,37104,38465,124234,142119,8058,8289,1702445,1768988,1314454,1325533,237334,272328,13956,15040,111415,128042,3624,3632,21662,24413,1332225,1345501,242926,279554,24150,26492,120096,137534,6492,6719,323489,318177,290121,283750,13696,15160,9771,8656,2804,3046,1027,992,6070,6573,295432,289475,16259,18071,12954,11973,4138,4585,1566,1570
R,1,2024,59,4275746,2093232,2182514,1669868,1697289,253727,294460,23689,24144,113496,130453,4553,4729,27899,31439,1693152,1723279,261665,304573,37494,39795,123473,141224,7959,8438,1782410,1869429,1390692,1417465,240980,279794,14423,15727,110724,127623,3587,3743,22004,25077,1408827,1437929,246458,287077,25090,28162,119387,136976,6445,6875,310822,313085,279176,279824,12747,14666,9266,8417,2772,2830,966,986,5895,6362,284325,285350,15207,17496,12404,11633,4086,4248,1514,1563
R,1,2024,60,4284789,2097267,2187522,1679617,1709484,247524,286091,23258,23719,114833,132586,4324,4589,27711,31053,1702732,1735094,255163,295722,37262,39232,124707,143333,7659,8357,1800266,1886539,1413043,1440915,235083,271944,14443,15447,112258,129791,3363,3628,22076,24814,1431264,1461116,240418,278860,25409,27826,120867,139088,6184,6810,297001,300983,266574,268569,12441,14147,8815,8272,2575,2795,961,961,5635,6239,271468,273978,14745,16862,11853,11406,3840,4245,1475,1547
R,1,2024,61,4291913,2093105,2198808,1681708,1726538,244682,285144,22762,23672,112633,128159,4321,4532,26999,30763,1704284,1751829,252034,294768,36240,39404,122288,138611,7656,8182,1808074,1906975,1425580,1465739,232958,271823,14216,15628,110076,125456,3439,3617,21805,24712,1443622,1485818,238065,278774,25002,28270,118572,134496,6318,6686,285031,291833,256128,260799,11724,13321,8546,8044,2557,2703,882,915,5194,6051,260662,266011,13969,15994,11238,11134,3716,4115,1338,1496
R,1,2024,62,4269219,2078497,2190722,1688828,1737840,236116,278338,22119,23336,100370,117040,4204,4224,26860,29944,1711258,1762416,243273,287698,35879,38987,109914,127034,7439,7755,1811608,1916336,1449056,1492566,225126,265870,14217,15810,98100,114497,3404,3390,21705,24203,1466985,1512195,230151,272661,25243,28535,106461,123181,6164,6364,266889,274386,239772,245274,10990,12468,7902,7526,2270,2543,800,834,5155,5741,244273,250221,13122,15037,10636,10452,3453,3853,1275,1391
R,1,2024,63,4262192,2068062,2194130,1673954,1733955,238246,280573,21782,23219,103563,122693,4112,4289,26405,29401,1696103,1758034,245202,289474,35412,38731,112822,132564,7290,7767,1806457,1923145,1438953,1491290,227477,268357,13951,15908,101230,120147,3329,3477,21517,23966,1456807,1510699,232424,274929,24967,28557,109441,128726,6014,6440,261605,270985,235001,242665,10769,12216,7831,7311,2333,2546,783,812,4888,5435,239296,247335,12778,14545,10445,10174,3381,3838,1276,1327
R,1,2024,64,4129215,1997908,2131307,1623985,1690408,226379,270533,20595,22074,97821,116358,3941,3919,25187,28015,1645019,1713416,232864,279143,33655,37014,106860,125525,6958,7200,1757222,1879575,1407772,1465520,216427,258878,13509,15157,95690,114010,3199,3195,20625,22815,1424877,1484019,221045,265211,24133,27404,103638,122002,5756,5985,240686,251732,216213,224888,9952,11655,7086,6917,2131,2348,742,724,4562,5200,220142,229397,11819,13932,9522,9610,3222,3523,1202,1215
R,1,2024,65,4061820,1955739,2106081,1593808,1675062,218685,262871,19121,21144,96717,116420,3646,3813,23762,26771,1613655,1697029,224834,270891,31814,35700,104900,125141,6358,6819,1733927,1868074,1394822,1462128,209097,251818,12781,14746,94725,114234,2980,3146,19522,22002,1410982,1480012,213478,257743,23211,26820,101981,121843,5295,5727,221812,238007,198986,212934,9588,11053,6340,6398,1992,2186,666,667,4240,4769,202673,217017,11356,13148,8603,8880,2919,3298,1063,1092
R,1,2024,66,4025250,1930314,2094936,1580651,1675183,209539,255816,19009,20606,94287,113665,3512,3684,23316,25982,1599988,1696483,215596,263591,31540,35111,102317,121796,6252,6643,1717443,1864461,1389437,1468561,200692,245300,12667,14533,92435,111720,2900,3007,19312,21340,1405301,1485848,205103,251032,23041,26581,99608,118820,5250,5542,212871,230475,191214,206622,8847,10516,6342,6073,1852,1945,612,677,4004,4642,194687,210635,10493,12559,8499,8530,2709,2976,1002,1101
R,1,2024,67,3877313,1848314,2028999,1516401,1621093,197843,248257,17829,19710,91110,111383,3265,3479,21866,25077,1534685,1641723,203511,255755,29746,33913,98434,119100,5778,6309,1650079,1811364,1338533,1426328,189446,238138,11906,13996,89364,109320,2684,2922,18146,20660,1353571,1443135,193534,243661,21803,25873,95911,116045,4867,5341,198235,217635,177868,194765,8397,10119,5923,5714,1746,2063,581,557,3720,4417,181114,198588,9977,12094,7943,8040,2523,3055,911,968
R,1,2024,68,3726013,1765748,1960265,1452291,1571020,184354,233525,16936,18755,88278,109992,3056,3420,20833,23553,1469653,1590228,189663,240574,28339,32053,95253,117321,5455,6065,1578587,1750791,1284271,1383072,176303,224125,11465,13322,86635,108075,2549,2815,17364,19382,1298601,1398686,180127,229323,21009,24428,92867,114474,4639,5079,187161,209474,168020,187948,8051,9400,5471,5433,1643,1917,507,605,3469,4171,171052,191542,9536,11251,7330,7625,2386,2847,816,986
R,1,2024,69,3633579,1713885,1919694,1415638,1545541,174887,224521,15769,17717,85102,106189,2957,3254,19532,22472,1431854,1563884,179845,231158,26668,30470,91575,113083,5205,5871,1540355,1721640,1259134,1367061,167663,215896,10974,12920,83627,104432,2480,2723,16477,18608,1272696,1382034,171315,220821,20221,23645,89441,110501,4445,4983,173530,198054,156504,178480,7224,8625,4795,4797,1475,1757,477,531,3055,3864,159158,181850,8530,10337,6447,6825,2134,2582,760,888
R,1,2024,70,3438704,1613017,1825687,1342807,1480223,157164,207384,14420,16245,78024,98169,2594,2901,18008,20765,1357892,1497197,161565,213411,24708,28201,83804,104505,4622,5270,1456444,1644523,1201644,1316884,150527,199461,10106,11853,76737,96601,2177,2421,15253,17303,1214361,1330856,153747,203936,18901,21968,81927,102215,3963,4510,156573,181164,141163,163339,6637,7923,4314,4392,1287,1568,417,480,2755,3462,143531,166341,7818,9475,5807,6233,1877,2290,659,760
R,1,2024,71,3341554,1558724,1782830,1301621,1447891,147197,199039,13401,15525,77419,98111,2566,2832,16520,19432,1315327,1463793,151290,204635,22764,26847,82825,103978,4499,5099,1413327,1610809,1170448,1292521,141012,191508,9465,11458,76172,96596,2215,2373,14015,16353,1181974,1305744,144026,195774,17521,21168,81017,101748,3910,4337,145397,172021,131173,155370,6185,7531,3936,4067,1247,1515,351,459,2505,3079,133353,158049,7264,8861,5243,5679,1808,2230,589,762
R,1,2024,72,3151596,1462988,1688608,1230331,1378743,135333,186986,12354,14289,67283,88027,2194,2531,15493,18032,1243186,1393595,139119,192191,21440,25114,72142,93094,4014,4551,1328471,1529932,1108387,1235500,129887,179929,8909,10579,66178,86662,1887,2126,13223,15136,1119278,1247788,132738,183860,16695,19887,70565,91120,3496,3884,134517,158676,121944,143243,5446,7057,3445,3710,1105,1365,307,405,2270,2896,123908,145807,6381,8331,4745,5227,1577,1974,518,667
R,1,2024,73,2961010,1364146,1596864,1136732,1292984,130045,179865,11892,13710,68502,90785,2218,2389,14757,17131,1149044,1306894,133688,184914,20481,23765,73084,95934,3923,4394,1236920,1442490,1021657,1153525,124691,173069,8672,10080,67413,89413,1886,2039,12601,14364,1032088,1165056,127394,176877,16113,18678,71536,93916,3415,3776,127226,154374,115075,139459,5354,6796,3220,3630,1089,1372,332,350,2156,2767,116956,141838,6294,8037,4368,5087,1548,2018,508,618
R,1,2024,74,2846533,1307556,1538977,1096218,1254098,118658,167950,11134,12750,65767,85696,2112,2369,13667,16114,1107590,1267240,121966,172651,19324,22384,69884,90263,3739,4235,1191205,1396663,990726,1125207,113935,161760,8170,9570,64836,84482,1801,2008,11737,13636,1000435,1136204,116470,165357,15273,17925,68516,88500,3232,3652,116351,142314,105492,128891,4723,6190,2964,3180,931,1214,311,361,1930,2478,107155,131036,5496,7294,4051,4459,1368,1763,507,583
R,1,2024,75,2767325,1267497,1499828,1069431,1232466,110592,157688,10428,12073,62284,79970,1972,2253,12790,15378,1080041,1245123,113699,162110,18097,21247,66168,84348,3452,3978,1160356,1366181,972216,1111282,106243,152040,7793,9113,61385,78803,1690,1938,11029,13005,981303,1121879,108636,155398,14494,17104,64862,82631,3007,3444,107141,133647,97215,121184,4349,5648,2635,2960,899,1167,282,315,1761,2373,98738,123244,5063,6712,3603,4143,1306,1717,445,534
R,1,2024,76,2784139,1275251,1508888,1092769,1262037,100895,144918,9916,11310,57323,73501,1832,2027,12516,15095,1103279,1274576,103897,149113,17608,20603,60878,77636,3279,3684,1173632,1381894,1000399,1146529,96955,139598,7358,8617,56509,72469,1588,1750,10823,12931,1009430,1157158,99243,142867,14139,16751,59673,76141,2890,3234,101619,126994,92370,115508,3940,5320,2558,2693,814,1032,244,277,1693,2164,93849,117418,4654,6246,3469,3852,1205,1495,389,450
R,1,2024,77,2442897,1116725,1326172,958038,1110002,85753,125001,8799,10013,51531,66230,1621,1752,10983,13174,967333,1120957,88295,128582,15486,17900,54654,69954,2908,3269,1026476,1211258,875894,1005507,82239,120141,6589,7691,50879,65239,1395,1505,9480,11175,883892,1014706,84173,122864,12476,14530,53656,68533,2528,2854,90249,114914,82144,104495,3514,4860,2210,2322,652,991,226,247,1503,1999,83441,106251,4122,5718,3010,3370,998,1421,380,415
R,1,2024,78,1898438,848113,1050325,718020,868117,69967,106234,6959,8306,43029,55260,1384,1610,8754,10798,725307,877044,72029,109182,12149,14672,45685,58411,2494,2899,771596,948787,648307,775664,66977,101983,5143,6230,42415,54434,1207,1384,7547,9092,654537,783110,68543,104193,9692,11698,44795,57198,2190,2528,76517,101538,69713,92453,2990,4251,1816,2076,614,826,177,226,1207,1706,70770,93934,3486,4989,2457,2974,890,1213,304,371
R,1,2024,79,1828942,811594,1017348,691015,844791,64472,100090,6440,7829,40144,52674,1213,1452,8310,10512,698021,853484,66422,103055,11388,14072,42578,55670,2273,2730,742905,924236,628344,759826,61795,96377,4856,5906,39636,51907,1056,1261,7218,8959,634390,767176,63288,98638,9249,11352,41820,54551,2008,2408,68689,93112,62671,84965,2677,3713,1584,1923,508,767,157,191,1092,1553,63631,86308,3134,4417,2139,2720,758,1119,265,322
R,1,2024,80,1794746,789070,1005676,678945,846983,59310,93996,5833,7362,36309,46194,1103,1226,7570,9915,685360,855275,60929,96689,10509,13348,38430,48891,2090,2403,727149,919116,622315,767910,56897,90543,4479,5646,35824,45525,979,1066,6655,8426,627947,774903,58158,92577,8671,10872,37729,47898,1866,2113,61921,86560,56630,79073,2413,3453,1354,1716,485,669,124,160,915,1489,57413,80372,2771,4112,1838,2476,701,993,224,290
R,1,2024,81,1660148,723026,937122,621644,788394,53679,87112,5362,6659,34529,44906,922,1179,6890,8872,627444,795779,55294,89519,9606,12085,36454,47306,1718,2182,667391,856485,570742,714755,51475,83802,4211,5066,34129,44282,800,1004,6034,7576,575805,721029,52736,85630,8021,9830,35846,46391,1502,1899,55635,80637,50902,73639,2204,3310,1151,1593,400,624,122,175,856,1296,51639,74750,2558,3889,1585,2255,608,915,216,283
R,1,2024,82,1386904,594909,791995,509170,663224,44787,75040,4648,5730,29541,39231,822,989,5941,7781,514140,669690,46158,77141,8214,10460,31293,41382,1547,1881,546500,722818,464896,599767,42924,72358,3598,4446,29176,38692,727,834,5179,6721,469214,605324,43975,73988,6779,8629,30744,40590,1378,1628,48409,69177,44274,63457,1863,2682,1050,1284,365,539,95,155,762,1060,44926,64366,2183,3153,1435,1831,549,792,169,253
R,1,2024,83,1239513,522854,716659,444261,597111,39941,69059,4159,5330,28329,37248,768,922,5396,6989,448790,602913,41136,70968,7380,9478,30000,39254,1430,1749,477943,650584,403125,536587,38205,66410,3213,4113,27991,36735,676,775,4733,5964,407087,541493,39129,67866,6075,7733,29494,38512,1273,1509,44911,66075,41136,60524,1736,2649,946,1217,338,513,92,147,663,1025,41703,61420,2007,3102,1305,1745,506,742,157,240
R,1,2024,84,1090133,452837,637296,384604,530549,34600,61669,3516,4679,24770,33029,651,897,4696,6473,388566,535920,35669,63421,6272,8538,26201,34858,1232,1680,413670,578378,348770,476618,33037,59276,2728,3611,24458,32568,567,746,4110,5559,352221,481219,33867,60604,5181,7012,25753,34180,1091,1433,39167,58918,35834,53931,1563,2393,788,1068,312,461,84,151,586,914,36345,54701,1802,2817,1091,1526,448,678,141,247
R,1,2024,85,1008764,413031,595733,352443,499630,30420,55628,3234,4332,22237,29709,552,748,4145,5686,355939,504374,31346,57160,5748,7686,23474,31338,1027,1418,377937,541272,320235,449743,29091,53432,2540,3335,21984,29313,471,624,3616,4825,323271,453738,29796,54592,4774,6253,23089,30737,902,1198,35094,54461,32208,49887,1329,2196,694,997,253,396,81,124,529,861,32668,50636,1550,2568,974,1433,385,601,125,220
R,1,2024,86,875644,352440,523204,299574,436701,26249,49600,2727,3816,19716,27319,508,699,3666,5069,302708,440941,27111,50997,4886,6749,20814,28768,931,1320,321952,475416,271564,392922,25117,47666,2130,2973,19492,26950,437,584,3212,4321,274306,396506,25777,48725,4063,5550,20484,28228,805,1136,30488,47788,28010,43779,1132,1934,597,843,224,369,71,115,454,748,28402,44435,1334,2272,823,1199,330,540,126,184
R,1,2024,87,764580,301327,463253,256481,387892,21856,43027,2339,3331,17057,23979,423,591,3171,4433,259160,391565,22559,44251,4165,5893,18083,25281,807,1109,274733,420363,231974,348442,20838,41350,1859,2580,16880,23661,372,512,2810,3818,234334,351588,21381,42301,3504,4821,17821,24825,724,971,26594,42890,24507,39450,1018,1677,480,751,177,318,51,79,361,615,24826,39977,1178,1950,661,1072,262,456,83,138
R,1,2024,88,670437,258496,411941,219390,343668,19192,38783,2012,3000,14826,21878,385,524,2691,4088,221638,347067,19810,39872,3568,5349,15658,23088,731,994,235521,373983,198241,308807,18303,37305,1592,2307,14670,21590,343,439,2372,3535,200220,311726,18790,38160,2994,4379,15420,22663,654,859,22975,37958,21149,34861,889,1478,420,693,156,288,42,85,319,553,21418,35341,1020,1712,574,970,238,425,77,135
R,1,2024,89,577684,217605,360079,185115,302087,15710,33220,1646,2513,12494,18316,325,430,2315,3513,187088,304995,16236,34181,2949,4550,13238,19380,621,850,198600,327639,167528,272205,15042,32002,1309,1935,12354,18077,286,369,2081,3051,169302,274722,15472,32763,2499,3731,13023,19023,555,739,19005,32440,17587,29882,668,1218,337,578,140,239,39,61,234,462,17786,30273,764,1418,450,819,215,357,66,111
R,1,2024,90,476429,175329,301100,148955,251428,12388,27713,1347,2043,10472,16567,284,362,1883,2987,150554,253910,12807,28510,2413,3736,11096,17469,520,749,160184,274012,134976,226431,11857,26680,1072,1595,10361,16368,247,324,1671,2614,136395,228591,12187,27314,2032,3109,10930,17180,457,668,15145,27088,13979,24997,531,1033,275,448,111,199,37,38,212,373,14159,25319,620,1196,381,627,166,289,63,81
R,1,2024,91,424772,151616,273156,128698,228315,10802,25037,1173,1909,9056,14937,226,337,1661,2621,130097,230507,11191,25766,2079,3405,9612,15693,439,667,138732,249367,116774,206356,10339,24122,929,1520,8968,14767,211,296,1511,2306,118044,208275,10661,24723,1765,2872,9480,15436,409,589,12884,23789,11924,21959,463,915,244,389,88,170,15,41,150,315,12053,22232,530,1043,314,533,132,257,30,78
R,1,2024,92,344640,119059,225581,102549,191133,7279,18487,858,1472,6937,12028,179,260,1257,2201,103619,192969,7576,19080,1547,2740,7357,12660,346,544,108939,206494,93104,173436,6983,17829,690,1161,6880,11906,155,231,1127,1931,94058,175039,7238,18304,1306,2292,7270,12477,302,482,10120,19087,9445,17697,296,658,168,311,57,122,24,29,130,270,9561,17930,338,776,241,448,87,183,44,62
