UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2024,15,4363023,2233714,2129309,1603606,1522107,340181,329690,35765,34260,123547,117865,6785,6708,123830,118679,1717356,1631306,406874,394116,60944,57848,168667,160825,15477,15055,1646938,1568843,1101394,1043055,307800,298145,18044,17413,116961,111721,4649,4574,98090,93935,1191819,1129866,361375,350015,34165,32373,154646,147520,11105,10690,586776,560466,502212,479052,32381,31545,17721,16847,6586,6144,2136,2134,25740,24744,525537,501440,45499,44101,26779,25475,14021,13305,4372,4365
R,4,2024,16,4497578,2303874,2193704,1658329,1570707,349108,338838,37134,35820,128498,122438,6884,6740,123921,119161,1772075,1680038,415446,403867,62381,60148,173789,165095,15813,15080,1696434,1615546,1136855,1075340,316114,307010,18585,18188,122027,116288,4700,4497,98153,94223,1227306,1162076,369537,359311,34706,33665,159791,151780,11293,10641,607440,578158,521474,495367,32994,31828,18549,17632,6471,6150,2184,2243,25768,24938,544769,517962,45909,44556,27675,26483,13998,13315,4520,4439
R,4,2024,17,4483492,2296015,2187477,1659264,1574530,346313,334702,37717,35815,126385,121016,6805,6704,119531,114710,1769046,1679720,409876,396481,62392,59638,170308,162289,15474,14893,1692824,1612243,1141194,1080708,313850,303331,18707,18018,119850,114916,4698,4510,94525,90760,1228350,1164230,364857,353199,34478,33219,156432,149306,11071,10528,603191,575234,518070,493822,32463,31371,19010,17797,6535,6100,2107,2194,25006,23950,540696,515490,45019,43282,27914,26419,13876,12983,4403,4365
R,4,2024,18,4394932,2248376,2146556,1633960,1549286,331937,324603,36455,34791,126533,122979,6687,6679,112804,108218,1737368,1648434,391346,382178,60416,57489,167939,162582,14786,14328,1665009,1590898,1131463,1070199,301240,295017,18061,17745,120421,117293,4579,4607,89245,86037,1213523,1149242,349065,341613,33325,32284,155086,150498,10595,10294,583367,555658,502497,479087,30697,29586,18394,17046,6112,5686,2108,2072,23559,22181,523845,499192,42281,40565,27091,25205,12853,12084,4191,4034
R,4,2024,19,4366239,2233242,2132997,1625728,1540905,325730,317283,36129,34087,131122,129770,6798,6548,107735,104404,1724302,1636247,381276,371681,59480,56623,171527,168318,14607,14141,1663160,1591272,1133353,1073094,296089,288808,18073,17325,125187,124119,4779,4666,85679,83260,1212052,1149338,340876,332881,33148,31965,159237,156641,10592,10394,570082,541725,492375,467811,29641,28475,18056,16762,5935,5651,2019,1882,22056,21144,512250,486909,40400,38800,26332,24658,12290,11677,4015,3747
R,4,2024,20,4405322,2250776,2154546,1646463,1563082,324402,318039,35324,33755,133215,131731,6593,6391,104779,101548,1742391,1656051,377934,370444,58534,56207,172393,169315,14255,13727,1689501,1618281,1160796,1098878,295398,290488,17811,17320,127394,126196,4661,4550,83441,80849,1237434,1173122,338673,332800,32929,32033,160388,157884,10405,10001,561275,536265,485667,464204,29004,27551,17513,16435,5821,5535,1932,1841,21338,20699,504957,482929,39261,37644,25605,24174,12005,11431,3850,3726
R,4,2024,21,4347785,2221403,2126382,1624980,1541980,321673,316601,35130,33071,134024,132056,6553,6283,99043,96391,1715251,1629870,372038,365978,57567,55001,170975,167742,14060,13436,1670370,1599416,1147584,1084508,292991,289827,17605,17187,128404,126729,4675,4492,79111,76673,1219919,1154672,333813,329715,32317,31556,159612,156683,10316,9905,551033,526966,477396,457472,28682,26774,17525,15884,5620,5327,1878,1791,19932,19718,495332,475198,38225,36263,25250,23445,11363,11059,3744,3531
R,4,2024,22,4369999,2230107,2139892,1628550,1550993,327760,322412,34865,32721,135742,133087,6312,6204,96878,94475,1716901,1636925,376835,370876,57684,55184,171364,167451,13495,13253,1685997,1619891,1156846,1099198,299525,295932,17820,17163,130304,127896,4475,4382,77027,75320,1227268,1167939,339182,335159,32715,32038,160347,156878,9983,9746,544110,520001,471704,451795,28235,26480,17045,15558,5438,5191,1837,1822,19851,19155,489633,468986,37653,35717,24969,23146,11017,10573,3512,3507
R,4,2024,23,4443200,2266409,2176791,1648837,1571440,334928,330393,34806,33393,145745,142887,6342,6234,95751,92444,1735877,1655366,383042,377348,57730,55529,181355,176695,13617,13263,1723479,1657664,1177295,1120076,307007,303839,18099,17547,140263,137816,4622,4406,76193,73980,1246634,1187415,345756,341910,33306,32480,170404,166439,10128,9752,542930,519127,471542,451364,27921,26554,16707,15846,5482,5071,1720,1828,19558,18464,489243,467951,37286,35438,24424,23049,10951,10256,3489,3511
R,4,2024,24,4399108,2241297,2157811,1630541,1556264,334644,330593,34784,33341,142256,140899,6337,6067,92735,90647,1714887,1638312,381365,376971,57838,55648,175735,173451,13292,12983,1710464,1649109,1169074,1114111,307521,304707,18364,17704,136938,135836,4602,4315,73965,72436,1236492,1179789,345314,342396,33781,32735,165300,163276,9917,9577,530833,508702,461467,442153,27123,25886,16420,15637,5318,5063,1735,1752,18770,18211,478395,458523,36051,34575,24057,22913,10435,10175,3375,3406
R,4,2024,25,4369080,2221671,2147409,1620092,1550432,329105,327101,33958,33048,141689,142809,6318,5927,90509,88092,1702074,1630183,374126,371686,56690,55453,174543,174357,13532,12684,1702601,1647158,1168843,1115341,302549,301633,18075,17635,136372,137727,4610,4260,72152,70562,1234330,1179331,338918,337862,33397,32996,164162,164324,10169,9480,519070,500251,451249,435091,26556,25468,15883,15413,5317,5082,1708,1667,18357,17530,467744,450852,35208,33824,23293,22457,10381,10033,3363,3204
R,4,2024,26,4346162,2206737,2139425,1603626,1538821,329276,327037,33405,32633,146947,149392,6267,6044,87216,85498,1682510,1616072,372372,369682,55787,54700,178552,180192,13065,12547,1696123,1647688,1158670,1110492,303882,302267,17546,17596,141785,144403,4619,4418,69621,68512,1221706,1172467,338729,336874,32752,32783,168556,170549,9870,9436,510614,491737,444956,428329,25394,24770,15859,15037,5162,4989,1648,1626,17595,16986,460804,443605,33643,32808,23035,21917,9996,9643,3195,3111
R,4,2024,27,4365647,2213011,2152636,1610498,1547660,326359,326507,33337,32365,151703,156621,6336,5899,84778,83584,1687157,1622989,367433,367733,55910,54631,182594,186594,13046,12549,1704671,1663889,1167856,1121646,300880,302384,17631,17430,146606,151621,4594,4301,67104,66507,1228657,1181607,333616,335577,32801,32607,172809,177008,9760,9451,508340,488747,442642,426014,25479,24123,15706,14935,5097,5000,1742,1598,17674,17077,458500,441382,33817,32156,23109,22024,9785,9586,3286,3098
R,4,2024,28,4412901,2238885,2174016,1627304,1561708,331975,331112,33216,31823,156796,162290,6444,6393,83150,80690,1702269,1634319,371557,370343,55991,53985,187232,191391,13108,13003,1731158,1685315,1184367,1135037,306628,306976,17802,17142,151739,157251,4680,4631,65942,64278,1243845,1192961,338289,338437,33287,32404,177569,181900,9869,9829,507727,488701,442937,426671,25347,24136,15414,14681,5057,5039,1764,1762,17208,16412,458424,441358,33268,31906,22704,21581,9663,9491,3239,3174
R,4,2024,29,4476904,2267865,2209039,1640001,1578006,346008,346130,33585,32557,160496,166069,6574,6570,81201,79707,1712685,1649186,384037,384570,56726,55015,190199,194974,13566,13205,1760420,1719950,1197048,1151242,320506,321539,18216,17595,155419,161133,4813,4841,64418,63600,1254659,1208066,350801,352393,34206,33293,180717,185639,10264,10053,507445,489089,442953,426764,25502,24591,15369,14962,5077,4936,1761,1729,16783,16107,458026,441120,33236,32177,22520,21722,9482,9335,3302,3152
R,4,2024,30,4567546,2315087,2252459,1667894,1601844,362638,361493,34439,33653,165207,170644,6658,6724,78251,78101,1737544,1671231,398602,398548,57303,56561,194285,198790,13527,13482,1800762,1759990,1218241,1171994,336624,336506,18832,18685,160206,165657,4880,5017,61979,62131,1273364,1227150,365089,366134,34689,34734,184933,189544,10216,10275,514325,492469,449653,429850,26014,24987,15607,14968,5001,4987,1778,1707,16272,15970,464180,444081,33513,32414,22614,21827,9352,9246,3311,3207
R,4,2024,31,4650993,2355634,2295359,1695048,1631344,373857,370570,35601,34232,168875,176750,6937,6766,75316,75697,1761912,1698540,407411,405265,58338,56975,197178,204666,13652,13404,1837269,1800601,1241660,1198728,347287,345623,19620,19261,163972,171679,5051,4979,59679,60331,1294623,1252281,373651,373107,35460,35315,188263,195582,10384,10208,518365,494758,453388,432616,26570,24947,15981,14971,4903,5071,1886,1787,15637,15366,467289,446259,33760,32158,22878,21660,8915,9084,3268,3196
R,4,2024,32,4739038,2390792,2348246,1721428,1667491,376112,379541,37045,34454,175439,184447,7404,7020,73364,75293,1785867,1733496,407600,413589,59763,57087,203770,213220,14356,14005,1868727,1853106,1266080,1236621,349029,352891,20333,19541,170416,179208,5377,5160,57492,59685,1316466,1288893,373290,379582,35966,35360,194658,203798,10875,10611,522065,495140,455348,430870,27083,26650,16712,14913,5023,5239,2027,1860,15872,15608,469401,444603,34310,34007,23797,21727,9112,9422,3481,3394
R,4,2024,33,4806975,2425935,2381040,1751165,1692240,377514,383899,36271,33582,183029,191535,7809,7238,70147,72546,1812310,1755557,406816,416186,58005,55545,211083,219752,14887,14211,1906225,1894995,1298703,1270584,350002,356571,19648,19187,177638,186086,5680,5405,54554,57162,1346004,1320283,372196,381691,34446,34478,201660,210113,11269,10979,519710,486045,452462,421656,27512,27328,16623,14395,5391,5449,2129,1833,15593,15384,466306,435274,34620,34495,23559,21067,9423,9639,3618,3232
R,4,2024,34,4762408,2400591,2361817,1740263,1681056,367886,377964,35698,33101,183808,194318,7941,7259,64995,68119,1797026,1740466,394623,407816,55882,53809,210007,221027,14307,13846,1888231,1887362,1293592,1269515,340860,350939,19187,18940,178520,188964,5783,5455,50289,53549,1337305,1316052,360956,373878,32824,33212,200951,211920,10803,10704,512360,474455,446671,411541,27026,27025,16511,14161,5288,5354,2158,1804,14706,14570,459721,424414,33667,33938,23058,20597,9056,9107,3504,3142
R,4,2024,35,4644748,2342598,2302150,1707240,1643954,345991,358938,34575,31450,185826,196765,7774,6982,61192,64061,1760524,1699782,370402,386624,53753,51053,210910,222112,13976,13124,1844426,1845513,1272365,1247185,320103,333147,18261,17845,180739,191533,5740,5307,47218,50496,1313313,1290998,338069,354399,31156,31540,202280,213369,10677,10225,498172,456637,434875,396769,25888,25791,16314,13605,5087,5232,2034,1675,13974,13565,447211,408784,32333,32225,22597,19513,8630,8743,3299,2899
R,4,2024,36,4559729,2300440,2259289,1694136,1627871,327188,341392,33700,30911,179781,190790,7788,6944,57847,61381,1744285,1681378,350005,367491,51882,49747,203690,215372,13866,13033,1802851,1806962,1258064,1234295,302481,316236,17651,17313,174862,185884,5623,5238,44170,47996,1296093,1276012,319081,335895,29604,30288,195371,207037,10479,10130,497589,452327,436072,393576,24707,25156,16049,13598,4919,4906,2165,1706,13677,13385,448192,405366,30924,31596,22278,19459,8319,8335,3387,2903
R,4,2024,37,4510696,2279264,2231432,1691427,1616340,315833,331318,32915,29927,176882,187957,7621,6909,54586,58981,1738986,1667720,336913,356208,50484,48744,199436,211288,13216,12625,1784975,1782779,1257446,1225251,291433,306664,17093,16652,171967,183236,5422,5153,41614,45823,1293505,1264959,306527,325383,28735,29559,191387,203269,9905,9716,494289,448653,433981,391089,24400,24654,15822,13275,4915,4721,2199,1756,12972,13158,445481,402761,30386,30825,21749,19185,8049,8019,3311,2909
R,4,2024,38,4525952,2287799,2238153,1706638,1629159,310528,327184,32472,29743,177058,188264,7784,7087,53319,56716,1752915,1678332,330817,350548,49908,48029,198941,211003,13537,12886,1789824,1789387,1269132,1237493,286339,302562,16294,16478,172133,183505,5589,5415,40337,43934,1303895,1275371,300761,319875,27727,29133,190830,202988,10168,10095,497975,448766,437506,391666,24189,24622,16178,13265,4925,4759,2195,1672,12982,12782,449020,402961,30056,30673,22181,18896,8111,8015,3369,2791
R,4,2024,39,4477871,2258045,2219826,1690608,1619579,301469,320636,31640,29319,175445,188229,7572,6831,51311,55232,1735126,1667504,320692,342650,48845,47572,196525,210696,13086,12467,1765320,1773528,1257054,1229420,277944,296675,16057,16204,170546,183644,5357,5112,38362,42473,1290062,1266095,291324,312664,27260,28715,188511,202907,9729,9628,492725,446298,433554,390159,23525,23961,15583,13115,4899,4585,2215,1719,12949,12759,445064,401409,29368,29986,21585,18857,8014,7789,3357,2839
R,4,2024,40,4427480,2230733,2196747,1674601,1603475,293343,315211,31548,29075,174312,188156,7378,6786,49551,54044,1717567,1650298,311660,336304,48298,47372,194842,210118,12767,12467,1746003,1753745,1247710,1216130,270473,291447,15811,15931,169497,183686,5318,5118,37194,41433,1279717,1251834,283241,306740,26828,28463,186959,202444,9568,9643,484730,443002,426891,387345,22870,23764,15737,13144,4815,4470,2060,1668,12357,12611,437850,398464,28419,29564,21470,18909,7883,7674,3199,2824
R,4,2024,41,4481482,2255417,2226065,1698758,1629592,295248,319313,32184,29477,172098,186906,7446,6876,49683,53901,1741772,1676103,313468,340366,49275,48047,192435,208673,12880,12556,1762507,1773552,1264040,1233701,272256,294857,16145,16167,167347,182273,5340,5169,37379,41385,1296115,1269137,284980,310166,27516,28998,184657,200843,9673,9744,492910,452513,434718,395891,22992,24456,16039,13310,4751,4633,2106,1707,12304,12516,445657,406966,28488,30200,21759,19049,7778,7830,3207,2812
R,4,2024,42,4431184,2228530,2202654,1683611,1616536,290649,314904,30935,28436,167852,184164,7360,6670,48123,51944,1725209,1661290,308227,335386,47862,46593,187334,204794,12642,12136,1744922,1754138,1257449,1223604,267950,291047,15257,15352,163133,179447,5238,4937,35895,39751,1288202,1257652,280100,305876,26426,27832,179586,197047,9411,9313,483608,448516,426162,392932,22699,23857,15678,13084,4719,4717,2122,1733,12228,12193,437007,403638,28127,29510,21436,18761,7748,7747,3231,2823
R,4,2024,43,4402457,2211768,2190689,1676574,1609700,290587,317823,30770,28556,159253,176792,7259,6335,47325,51483,1717438,1654223,307931,338305,47560,46622,178371,196907,12475,11770,1730983,1745680,1251937,1219933,268587,293801,15390,15722,154500,172237,5142,4701,35427,39286,1282246,1253651,280631,308510,26567,28213,170707,189395,9309,9101,480785,445009,424637,389767,22000,24022,15380,12834,4753,4555,2117,1634,11898,12197,435192,400572,27300,29795,20993,18409,7664,7512,3166,2669
R,4,2024,44,4321032,2168809,2152223,1641725,1578359,288657,316034,30115,27686,155852,173781,6941,6480,45519,49883,1680998,1621211,305174,335766,46745,45462,173948,193343,12090,11801,1693650,1714534,1222598,1194878,266559,292471,14834,15096,151277,169308,4828,4843,33554,37938,1251296,1227176,277804,306568,25729,27427,166410,185898,8888,9114,475159,437689,419127,383481,22098,23563,15281,12590,4575,4473,2113,1637,11965,11945,429702,394035,27370,29198,21016,18035,7538,7445,3202,2687
R,4,2024,45,4156756,2080947,2075809,1580397,1524084,273135,303360,28274,26656,150218,168838,6197,5866,42726,47005,1617218,1564530,288613,321631,43922,43675,167211,187307,10871,10755,1636002,1656658,1186853,1157048,252721,280709,14320,14505,145955,164617,4450,4285,31703,35494,1213884,1187338,263303,293594,24671,26186,160333,180301,8154,8222,444945,419151,393544,367036,20414,22651,13954,12151,4263,4221,1747,1581,11023,11511,403334,377192,25310,28037,19251,17489,6878,7006,2717,2533
R,4,2024,46,4094426,2045183,2049243,1560832,1512586,264612,295021,27838,26383,144637,164115,6218,5693,41046,45445,1596046,1551495,279285,312539,43037,43165,161080,181916,10645,10445,1601927,1628987,1168017,1143236,244841,273022,14044,14426,140386,159765,4404,4240,30235,34298,1193641,1172330,254754,285253,24067,25997,154183,174903,7896,8068,443256,420256,392815,369350,19771,21999,13794,11957,4251,4350,1814,1453,10811,11147,402405,379165,24531,27286,18970,17168,6897,7013,2749,2377
R,4,2024,47,3982985,1985626,1997359,1515154,1473678,254473,285642,27010,25374,144124,163982,5850,5601,39015,43082,1548821,1510381,268149,302077,41729,41424,159589,181057,10175,10208,1554946,1584787,1132798,1109851,235476,264400,13800,14084,139931,159774,4189,4103,28752,32575,1157284,1137316,244572,275978,23671,25232,152941,174203,7617,7819,430680,412572,382356,363827,18997,21242,13210,11290,4193,4208,1661,1498,10263,10507,391537,373065,23577,26099,18058,16192,6648,6854,2558,2389
R,4,2024,48,3900333,1942903,1957430,1480880,1444755,248052,279094,26357,24794,144806,162586,5532,5368,37276,40833,1512973,1479573,260944,294325,40528,40232,159765,178880,9623,9660,1522667,1551930,1107135,1086425,229866,258521,13388,13603,140787,158428,3994,3979,27497,30974,1130536,1112564,238403,269187,22911,24434,153411,172269,7236,7434,420236,405500,373745,358330,18186,20573,12969,11191,4019,4158,1538,1389,9779,9859,382437,367009,22541,25138,17617,15798,6354,6611,2387,2226
R,4,2024,49,3913044,1948792,1964252,1491748,1456844,245790,277416,26100,24640,144751,161363,5644,5110,34759,38879,1521313,1489843,257681,291821,39742,39598,158620,176841,9563,9105,1534689,1564717,1121374,1101852,228893,258268,13201,13653,140886,157481,4111,3807,26224,29656,1143433,1126740,237084,268364,22550,24138,152814,170824,7298,7044,414103,399535,370374,354992,16897,19148,12899,10987,3865,3882,1533,1303,8535,9223,377880,363103,20597,23457,17192,15460,5806,6017,2265,2061
R,4,2024,50,3842001,1909800,1932201,1461301,1431273,241472,274159,25258,24332,142846,159893,5211,5018,33712,37526,1490002,1462980,252774,287893,38504,38866,156448,174922,9029,9018,1513676,1543932,1106652,1085962,225309,255562,12971,13491,139288,156183,3865,3756,25591,28978,1128187,1110181,233041,265340,22188,23964,151002,169165,6985,6987,396124,388269,354649,345311,16163,18597,12287,10841,3558,3710,1346,1262,8121,8548,361815,352799,19733,22553,16316,14902,5446,5757,2044,2031
R,4,2024,51,3923637,1949121,1974516,1492965,1464866,249588,282768,25311,24491,142433,160167,5174,4990,33650,37234,1521515,1496302,260478,296178,38827,39341,156054,174921,8930,8898,1557755,1590473,1142024,1123172,233879,264651,13235,13701,138864,156380,3899,3709,25854,28860,1163701,1147233,241430,274313,22833,24511,150718,169130,6959,6923,391366,384043,350941,341694,15709,18117,12076,10790,3569,3787,1275,1281,7796,8374,357814,349069,19048,21865,15994,14830,5336,5791,1971,1975
R,4,2024,52,4128970,2055424,2073546,1592420,1557815,257827,290623,25595,24713,140911,158007,5284,4893,33387,37495,1620692,1589441,268515,303823,39487,40112,154129,172664,8992,8900,1668263,1693530,1245341,1219119,242330,272822,13712,14216,137237,154411,3935,3689,25708,29273,1266846,1243504,249772,282291,23699,25585,148722,167183,6971,7012,387161,380016,347079,338696,15497,17801,11883,10497,3674,3596,1349,1204,7679,8222,353846,345937,18743,21532,15788,14527,5407,5481,2021,1888
R,4,2024,53,4359742,2173923,2185819,1700107,1657262,268710,303745,26228,25551,139154,156050,5066,5080,34658,38131,1729507,1689375,279791,317134,40820,41620,152633,170604,9090,9305,1787465,1808618,1353317,1321731,253200,285823,14478,14872,135604,152391,3793,3817,27073,29984,1376044,1346723,261069,295533,25223,26976,147302,164966,7111,7306,386458,377201,346790,335531,15510,17922,11750,10679,3550,3659,1273,1263,7585,8147,353463,342652,18722,21601,15597,14644,5331,5638,1979,1999
R,4,2024,54,4201483,2092414,2109069,1639401,1606191,257568,288429,25151,24259,132249,149524,5274,5012,32771,35654,1667032,1635975,267888,300703,39310,39676,144805,163163,9196,9067,1719285,1747455,1304827,1283588,242564,271625,13790,14344,128810,145968,3974,3865,25320,28065,1325913,1306793,249730,280528,24126,26004,139678,157725,7218,7230,373129,361614,334574,322603,15004,16804,11361,9915,3439,3556,1300,1147,7451,7589,341119,329182,18158,20175,15184,13672,5127,5438,1978,1837
R,4,2024,55,4062504,2018352,2044152,1587463,1563410,243518,274727,24121,23297,128569,144842,4597,4748,30084,33128,1612952,1591122,252521,285908,37601,38088,139968,157194,8131,8501,1668565,1703144,1273488,1259467,229298,258726,13542,13825,125423,141585,3467,3581,23347,25960,1293062,1280927,235475,266695,23582,25035,135316,152317,6373,6707,349787,341008,313975,303943,14220,16001,10579,9472,3146,3257,1130,1167,6737,7168,319890,310195,17046,19213,14019,13053,4652,4877,1758,1794
R,4,2024,56,3964091,1965115,1998976,1548644,1529186,241560,274523,23315,23094,118432,135881,4617,4625,28547,31667,1572700,1555541,250165,285186,36307,37404,129200,147507,7880,8402,1624481,1666206,1242957,1232221,227491,258772,13048,14002,115442,132828,3463,3557,22080,24826,1261310,1252645,233352,266343,22688,24905,124780,142860,6221,6715,340634,332770,305687,296965,14069,15751,10267,9092,2990,3053,1154,1068,6467,6841,311390,302896,16813,18843,13619,12499,4420,4647,1659,1687
R,4,2024,57,4005647,1977046,2028601,1566504,1563537,241497,277383,22994,22978,113577,129281,4736,4594,27738,30828,1589683,1589136,249801,287869,35918,37299,123861,140281,8123,8164,1649268,1705540,1271794,1274961,228211,262304,13268,14317,110699,126321,3636,3513,21660,24124,1289635,1294747,233888,269754,23080,25225,119594,135791,6503,6515,327778,323061,294710,288576,13286,15079,9726,8661,2878,2960,1100,1081,6078,6704,300048,294389,15913,18115,12838,12074,4267,4490,1620,1649
R,4,2024,58,4062487,2000666,2061821,1582851,1587806,248287,284901,23293,23205,114219,130624,4554,4573,27462,30712,1605742,1613290,256448,295008,36473,37864,124088,141526,7927,8219,1678112,1744116,1293404,1304271,234823,269843,13587,14641,111402,127598,3519,3613,21377,24150,1310965,1324045,240392,277040,23610,26020,119938,136959,6353,6654,322554,317705,289447,283535,13464,15058,9706,8564,2817,3026,1035,960,6085,6562,294777,289245,16056,17968,12863,11844,4150,4567,1574,1565
R,4,2024,59,4227848,2070740,2157108,1648967,1674468,252237,292480,23682,24054,113317,129950,4654,4808,27883,31348,1672252,1700391,260237,302645,37371,39473,123335,140756,8010,8535,1756257,1842136,1366501,1393088,239301,277654,14333,15637,110531,127059,3661,3793,21930,24905,1384560,1413395,244799,284954,24845,27790,119249,136422,6481,6954,314483,314972,282466,281380,12936,14826,9349,8417,2786,2891,993,1015,5953,6443,287692,286996,15438,17691,12526,11683,4086,4334,1529,1581
R,4,2024,60,4283003,2096570,2186433,1678791,1707258,247945,286907,23194,23836,114591,132669,4411,4605,27638,31158,1701772,1732969,255653,296604,37085,39384,124427,143460,7861,8381,1797293,1882858,1410340,1436312,235323,272610,14253,15534,111952,129871,3456,3639,21969,24892,1428417,1456601,240693,279577,25099,27960,120510,139177,6378,6811,299277,303575,268451,270946,12622,14297,8941,8302,2639,2798,955,966,5669,6266,273355,276368,14960,17027,11986,11424,3917,4283,1483,1570
R,4,2024,61,4265710,2080182,2185528,1669004,1713496,243343,283565,22789,23536,113643,129664,4256,4533,27147,30734,1691743,1738799,250706,293186,36338,39187,123382,140075,7517,8152,1794098,1892083,1411900,1451219,231556,270099,14263,15499,111107,126975,3365,3629,21907,24662,1430047,1471262,236705,277021,25101,28019,119655,136045,6175,6689,286084,293445,257104,262277,11787,13466,8526,8037,2536,2689,891,904,5240,6072,261696,267537,14001,16165,11237,11168,3727,4030,1342,1463
R,4,2024,62,4284729,2086151,2198578,1691477,1739841,238020,280868,22397,23555,103164,119714,4233,4304,26860,30296,1713915,1764700,245229,290367,36099,39304,112689,129870,7546,7845,1812754,1919123,1445725,1490252,226806,268161,14313,15754,100828,117100,3427,3426,21655,24430,1463655,1510094,231819,275032,25275,28528,109157,125894,6236,6395,273397,279455,245752,249589,11214,12707,8084,7801,2336,2614,806,878,5205,5866,250260,254606,13410,15335,10824,10776,3532,3976,1310,1450
R,4,2024,63,4237591,2054979,2182612,1666529,1728283,234469,277234,21622,22978,101993,120661,4060,4262,26306,29194,1688509,1752259,241330,286049,35228,38311,111312,130518,7209,7746,1796469,1912962,1434363,1486798,223830,265031,13886,15728,99688,118126,3293,3463,21409,23816,1452017,1506122,228721,271529,24849,28269,107932,126718,5980,6440,258510,269650,232166,241485,10639,12203,7736,7250,2305,2535,767,799,4897,5378,236492,246137,12609,14520,10379,10042,3380,3800,1229,1306
R,4,2024,64,4151152,2010044,2141108,1628653,1692542,230289,274262,20937,22526,100467,119143,4086,4030,25612,28605,1650105,1715948,237031,283138,34197,37727,109567,128517,7142,7385,1762179,1883804,1406074,1462747,219986,262379,13659,15457,98277,116739,3290,3255,20893,23227,1423443,1481504,224757,268918,24388,27869,106314,124851,5880,6089,247865,257304,222579,229795,10303,11883,7278,7069,2190,2404,796,775,4719,5378,226662,234444,12274,14220,9809,9858,3253,3666,1262,1296
R,4,2024,65,4072865,1959750,2113115,1597498,1680642,218799,263896,19316,21296,96433,116605,3673,3812,24031,26864,1617558,1702757,225013,271872,32039,35953,104763,125346,6459,6860,1734934,1872484,1395595,1465278,209232,252793,12884,14751,94458,114421,3007,3150,19758,22091,1411955,1483293,213652,258655,23343,26912,101813,122091,5385,5777,224816,240631,201903,215364,9567,11103,6432,6545,1975,2184,666,662,4273,4773,205603,219464,11361,13217,8696,9041,2950,3255,1074,1083
R,4,2024,66,4033625,1934886,2098739,1583386,1677348,210679,256313,19025,20730,94679,114364,3528,3747,23589,26237,1603013,1698795,216754,264276,31662,35141,102856,122735,6270,6733,1719865,1866190,1390368,1468923,201647,245706,12677,14614,92743,112349,2914,3064,19516,21534,1406464,1486321,206048,251620,23144,26533,100031,119650,5254,5632,215021,232549,193018,208425,9032,10607,6348,6116,1936,2015,614,683,4073,4703,196549,212474,10706,12656,8518,8608,2825,3085,1016,1101
R,4,2024,67,3884231,1853512,2030719,1519982,1622911,198506,248360,18024,19692,91547,111179,3364,3460,22089,25117,1538402,1643619,204215,255786,30109,33916,98969,118853,5887,6334,1653281,1810981,1340388,1426179,189955,238133,12038,13938,89802,109164,2755,2887,18343,20680,1355540,1443024,194095,243573,22081,25833,96435,115873,4948,5341,200231,219738,179594,196732,8551,10227,5986,5754,1745,2015,609,573,3746,4437,182862,200595,10120,12213,8028,8083,2534,2980,939,993
R,4,2024,68,3756168,1780039,1976129,1462434,1581888,187437,237377,17132,19280,88972,110065,3082,3511,20982,24008,1479932,1601492,192837,244528,28531,32811,96013,117627,5518,6196,1590265,1764229,1292174,1392120,179299,227681,11478,13701,87313,108075,2563,2925,17438,19727,1306589,1408057,183182,232916,20951,24992,93613,114651,4690,5206,189774,211900,170260,189768,8138,9696,5654,5579,1659,1990,519,586,3544,4281,173343,193435,9655,11612,7580,7819,2400,2976,828,990
R,4,2024,69,3642549,1719177,1923372,1418793,1546173,175829,225562,15947,17720,85807,108037,2982,3266,19819,22614,1435263,1564627,180871,232348,26957,30481,92410,114975,5261,5849,1542556,1723243,1259559,1365699,168459,216916,11057,12888,84251,106261,2504,2723,16726,18756,1273343,1380788,172168,221998,20402,23646,90194,112370,4485,4966,176621,200129,159234,180474,7370,8646,4890,4832,1556,1776,478,543,3093,3858,161920,183839,8703,10350,6555,6835,2216,2605,776,883
